id_cliente,idade,sexo,renda_mensal,tempo_como_cliente,uso_app_diario,cancelou_servico
116,38,Masculino,7216.2951215828925,1,55.442850918678715,0
117,34,Masculino,3287.4663287997428,9,22.926603429392614,1
118,23,Masculino,4709.510811080423,6,38.38421551344885,0
119,46,Masculino,3924.7665190957923,9,29.396017417650746,0
120,42,Feminino,2200.19507439041,7,71.6114980807808,0
121,42,Masculino,4875.978971235952,1,21.06422707147377,0
122,25,Masculino,4817.378737425075,1,62.87395378778221,0
123,49,Masculino,7270.174614863196,6,62.85907740217539,0
124,20,Feminino,5946.217526832166,5,81.59240403432175,0
125,40,Masculino,3463.7197635061925,9,36.80626814741005,0
126,56,Feminino,7781.1388495012825,2,59.24644319160324,0
127,25,Feminino,6831.550543288029,8,90.63303673077685,1
128,29,Masculino,5873.146555202924,5,32.647166461326066,0
129,35,Masculino,4660.273851725252,2,14.299195049352807,1
130,29,Feminino,3560.8411449147807,10,7.399799321844725,0
131,19,Masculino,4441.68983589342,6,59.254240577226625,0
132,35,Feminino,6633.122929556279,10,7.336995838828322,1
133,24,Feminino,7826.8794589019135,8,37.553618941241545,0
134,39,Masculino,7314.8652924082835,4,53.74626374077921,0
135,25,Masculino,4266.725867320589,2,48.70351073659828,1
136,50,Feminino,3320.573850066483,5,53.508897283683446,0
137,27,Feminino,5211.329370366806,2,49.44579711601708,0
138,31,Feminino,2347.3409516557226,2,70.57731626626787,0
139,43,Feminino,5484.751571277172,6,25.95367238522406,0
140,22,Masculino,4778.596120551997,10,31.460097230829373,0
141,37,Masculino,4300.9452471976365,9,29.54681109458352,0
142,48,Masculino,2607.9453990998068,4,61.6038362372522,0
143,18,Masculino,5770.400159854575,6,63.00797176790127,0
144,36,Masculino,4200.948740507133,7,54.02450638637016,0
145,37,Feminino,3245.124746434568,6,68.66987333779855,0
146,42,Masculino,1000.0,8,21.439182652472386,0
147,22,Masculino,4958.727642424045,4,78.34448223102274,0
148,21,Masculino,7658.377395004616,1,75.46477243424516,0
149,40,Masculino,7491.888821821805,7,59.712439944914934,0
150,37,Masculino,4314.355615120592,3,80.6359781754212,0
151,37,Feminino,4096.681909457329,6,11.867535846444525,0
152,38,Feminino,5703.161384112535,2,34.51103727474696,1
153,28,Feminino,3502.421841217563,9,30.293930786360953,0
154,37,Masculino,5452.687849729199,1,59.42958647514686,0
155,37,Feminino,6149.120417577035,6,23.997185207957088,0
156,27,Feminino,6840.399835826462,6,60.14990298674971,0
157,53,Masculino,4849.768885280071,5,72.41072287993427,1
158,39,Masculino,4694.489374734551,5,58.904058001679985,1
159,23,Masculino,3683.0261198651588,1,50.67502047323002,0
160,41,Feminino,3759.67946894021,10,25.242533181985017,0
161,25,Feminino,4660.2816621477095,5,28.062980677492707,1
162,42,Masculino,5551.048260224267,2,69.99237810593334,1
163,46,Masculino,6370.376939349874,7,60.58698007810665,0
164,26,Feminino,3795.231573979483,3,44.21960961244912,0
165,44,Feminino,7239.032853439283,4,36.64180908468219,0
166,39,Masculino,4593.314598436147,3,4.4838425377724604,1
167,43,Masculino,4967.949058477346,3,23.582951626311225,0
168,53,Feminino,3879.182481278265,4,83.22838174279447,0
169,32,Masculino,1363.6396095905875,5,19.390888579950666,0
170,27,Feminino,6326.068094541574,1,48.78959642442161,0
171,26,Feminino,6105.26584563865,4,65.14887946390397,0
172,26,Feminino,4578.00866432268,8,19.90154663995415,1
173,34,Feminino,5100.486075837308,10,48.694209495621664,0
174,38,Masculino,5773.9088265561495,7,63.7583107502131,0
175,37,Masculino,2656.181214670186,9,45.24998643814501,0
176,43,Feminino,4206.420983980558,5,102.36806111333536,0
177,35,Feminino,6191.397019432741,10,11.628014822436093,0
178,49,Feminino,3118.565865246126,4,66.17457059767759,0
179,32,Feminino,5440.336898249944,8,41.54396525207071,0
180,62,Feminino,2965.1272930648925,9,60.4384030967335,0
181,41,Masculino,5699.644973650289,7,53.82614303398492,0
182,26,Masculino,4946.537776553775,7,30.33687605780007,0
183,24,Masculino,2577.302276141736,5,49.5799278491868,1
184,39,Masculino,6747.109031685757,4,7.841970972034254,1
185,32,Feminino,3898.112634802926,10,57.064950011427875,0
186,42,Feminino,3784.6213444784285,1,50.96316931981051,0
187,39,Feminino,5300.853795846414,10,57.77320337286205,1
188,34,Feminino,6722.956024143073,10,66.16236650174301,0
189,26,Feminino,3476.2672715324043,7,52.352396804194214,1
190,19,Masculino,5092.519774771958,1,47.96178839596553,1
191,30,Feminino,5643.22475049586,1,27.378633266774155,0
192,43,Masculino,6039.658410894716,5,30.75558472701898,0
193,37,Masculino,5264.662332915837,9,68.73469240354662,1
194,22,Masculino,4449.458241375017,6,73.72670811411957,0
195,36,Masculino,3758.6146690269206,3,40.237791273758916,0
196,38,Feminino,5129.215824569562,3,45.92005494506548,0
197,26,Masculino,3391.7914820215897,7,26.907712500124678,0
198,36,Masculino,1000.0,6,68.4551369053489,0
199,35,Masculino,5654.839706236502,9,58.308336473835574,0
200,23,Feminino,6355.902261629293,6,83.82434872927499,1
201,38,Feminino,1455.6013466872423,5,27.433538456405223,0
202,40,Feminino,3485.4039429350937,10,37.439842019635655,0
203,45,Masculino,5928.731391507797,7,49.62891845051145,0
204,45,Masculino,8086.243204567549,1,57.92979075451541,0
205,21,Feminino,5031.190561513112,7,40.686647249047354,0
206,25,Masculino,3907.9955881562983,3,27.54077819092599,1
207,40,Feminino,4725.65533834274,9,62.62815057847142,1
208,40,Feminino,7062.314628722277,6,59.42270725091163,0
209,40,Masculino,4031.053731313197,9,26.6745179887255,0
210,73,Masculino,3801.21199002462,5,72.10885602210992,0
211,40,Masculino,4275.884716726951,7,68.40397418393208,0
212,46,Masculino,3570.0070876119316,4,47.68592994495586,0
213,44,Feminino,5184.005473992193,7,46.591957247520725,0
214,41,Feminino,7437.017687704341,1,56.08115542231815,1
215,31,Feminino,5484.618909674044,7,27.765938594874836,0
216,42,Feminino,4621.469746810569,8,45.600629583281645,0
217,27,Feminino,4562.283096626684,5,1.9523291078163965,0
218,32,Masculino,2655.2137869550143,2,62.529112910058714,0
219,30,Feminino,6324.664665720738,5,13.770135551162813,0
220,35,Feminino,4883.244204480797,6,75.06839656857998,0
221,58,Feminino,4729.2801296140615,2,38.39759812067099,0
222,16,Masculino,9789.661351767292,6,40.76666036137646,0
223,41,Masculino,5448.12936254853,6,32.44532187830988,0
224,18,Masculino,3872.3134248572233,1,39.239222521558474,0
225,30,Masculino,4360.463605691685,1,73.37062690296074,0
226,45,Feminino,6722.668563795132,10,0.0,0
227,35,Feminino,5169.905615806647,3,70.53930772176375,1
228,24,Masculino,2842.58303252395,10,51.760469622034165,0
229,27,Masculino,6378.843401862805,10,20.859567042855687,0
230,41,Feminino,3997.783871691509,3,23.493752139015243,0
231,27,Feminino,7809.946664326319,4,78.52786054416407,0
232,37,Masculino,6620.072098571973,2,26.089862401145375,0
233,35,Masculino,4329.0171565118735,9,21.93298978808081,0
234,28,Masculino,6921.5245426026695,10,67.74629084729459,0
235,56,Masculino,5101.783265791105,7,51.771057525718284,0
236,41,Feminino,6279.160512683329,7,26.241488469272024,1
237,14,Feminino,5727.099225941713,6,49.33249950809238,0
238,36,Feminino,3730.4650175136894,3,24.484946327194454,1
239,28,Masculino,4034.6752515238068,6,67.0164279684521,0
240,43,Masculino,6544.941226371742,8,66.22741929746267,0
241,27,Feminino,4497.837001840188,8,55.64012397643886,1
242,33,Feminino,4394.527305137005,9,52.23322122494033,0
243,40,Feminino,3567.3161309759707,1,80.22376249734748,0
244,43,Feminino,5635.398598390191,1,44.9937265477645,0
245,22,Masculino,8093.7873788647175,3,21.362517491583976,0
246,31,Feminino,3398.7006286185906,3,53.98947825664614,0
247,30,Feminino,5036.329185009137,10,86.72094099074228,0
248,28,Feminino,7118.330833123144,8,24.70481013628296,1
249,52,Feminino,4880.537913131428,10,37.77074466612029,0
250,39,Feminino,5678.557694374601,1,53.32892076202906,1
251,22,Feminino,3406.4097077796805,2,43.921903019885214,1
252,44,Feminino,5642.460645811473,2,25.35392839245371,0
253,56,Masculino,4719.283602493177,3,67.43715712460941,0
254,45,Masculino,6478.594993519794,6,91.40081444034519,1
255,19,Masculino,6781.079077347127,1,48.92262918047815,1
256,30,Masculino,8884.345463027921,2,26.918634205279993,0
257,47,Feminino,5869.449759820363,1,14.020789498930498,0
258,27,Masculino,5488.694474873249,5,50.159519624423616,0
259,39,Masculino,5291.576452366004,7,67.07754686632515,0
260,42,Feminino,4470.250560783968,8,54.50335492990763,0
261,25,Feminino,5507.7257651925365,10,44.951923181622924,0
262,34,Masculino,4556.897884791456,1,33.21456696421387,0
263,2,Masculino,5252.691464404422,7,23.156727345638206,0
264,24,Feminino,6976.39630341194,5,61.69502652649764,0
265,32,Masculino,3490.1861520805382,10,63.27543242771171,0
266,22,Feminino,6709.817841693568,1,14.085404266185336,0
267,51,Feminino,6975.672601009798,3,76.79677956361368,0
268,20,Feminino,4822.897209513382,7,56.48142441788003,0
269,30,Feminino,1817.217651487108,10,72.99189290291586,0
270,36,Masculino,4088.2670193583513,1,18.157445030297698,0
271,49,Feminino,6945.4918198416635,7,17.683516891691223,1
272,20,Feminino,4965.697906551677,5,42.02061380465406,0
273,46,Masculino,3501.0466515576336,1,55.05568853790388,0
274,35,Feminino,4242.837618157674,1,80.92721645853928,0
275,25,Masculino,6260.9300397568295,1,59.12157827630263,1
276,39,Masculino,5820.100352302069,9,40.14637446375933,0
277,36,Masculino,4641.601851245458,3,24.472615846682157,0
278,28,Feminino,4449.763382277969,5,69.60001145438301,0
279,35,Masculino,4412.362776434267,10,25.705891484985703,0
280,31,Masculino,3616.384723252246,9,77.56937109544643,0
281,36,Feminino,7423.063534204162,6,39.31230700786981,0
282,41,Masculino,4516.51929618299,9,76.81164145235701,0
283,50,Masculino,6825.737781238245,8,58.57862580118557,0
284,22,Masculino,7281.974077883677,8,42.26009021115083,0
285,56,Masculino,6497.466347221941,1,34.61207256347747,0
286,15,Masculino,4352.569530922928,9,38.1818424530784,1
287,33,Feminino,5605.595135504915,6,53.56633384750475,0
288,40,Masculino,4963.706590413626,9,46.54312992435433,1
289,37,Masculino,3644.4472089048077,3,33.1237718386259,0
290,28,Feminino,5486.538922582405,3,41.68737179364736,0
291,32,Feminino,3231.4403132602965,6,46.571540594382995,0
292,30,Feminino,6781.519082692345,9,2.42531811170376,1
293,29,Masculino,4303.07405405241,7,54.16336229577397,0
294,43,Feminino,5301.739483809259,3,25.405575505663865,0
295,38,Masculino,5424.9318073192135,3,21.9333519358851,0
296,28,Masculino,4611.642539443884,2,11.253113057785797,0
297,43,Feminino,5880.040702212912,9,9.122150042642197,0
298,38,Feminino,4287.644515066213,3,17.891049937754214,0
299,43,Masculino,6306.945946185866,5,30.819580847390192,0
300,41,Feminino,2981.030479629877,9,84.06518275053136,0
301,26,Masculino,5189.569369319618,8,34.482406482095925,0
302,29,Feminino,7908.3934985874275,2,48.55500212536063,0
303,42,Feminino,3499.503013091638,3,53.009627730126574,0
304,41,Feminino,3983.3825442127227,2,47.621303724316974,0
305,34,Masculino,5770.861774488372,8,43.451130785480125,0
306,36,Feminino,5269.372672909397,6,21.094124728015107,0
307,47,Masculino,5525.9451489103385,6,74.01855096558424,1
308,29,Masculino,5733.780695221495,9,81.1439328727577,1
309,40,Masculino,5952.082202842655,8,11.346826117546286,1
310,32,Masculino,6664.5497629343345,4,24.51942818227241,0
311,32,Feminino,5614.7279853927685,4,39.403793152459876,0
312,45,Masculino,4638.113518072187,9,25.709244101796173,0
313,43,Masculino,6008.860551804097,1,55.1193110691173,0
314,43,Feminino,7849.822902342823,2,30.43455595186774,0
315,48,Masculino,4801.04938042614,2,88.30112135613206,0
316,35,Feminino,3538.2060429940375,6,68.81097188687193,1
317,41,Masculino,6660.621003930459,4,49.2514806126443,1
318,31,Feminino,4819.428254069602,10,65.53972526639464,0
319,38,Masculino,1740.9956809789455,3,67.11800848714617,0
320,33,Feminino,6271.132515725632,3,33.72105023883513,0
321,35,Masculino,4197.007721069116,3,28.675655109160704,0
322,40,Masculino,4864.200076543759,6,46.562861259392946,0
323,26,Feminino,5497.970495853522,8,62.23272248995888,0
324,55,Feminino,5285.7495196685995,7,47.781207973068355,0
325,24,Feminino,6064.17772570856,4,13.460070356180054,0
326,22,Feminino,4346.770444145235,4,28.943511120983153,0
327,46,Masculino,5769.658697264124,10,43.52054272811244,0
328,42,Masculino,4610.679983624124,2,43.486687913483394,0
329,41,Feminino,6108.215721331255,1,84.45084353579617,1
330,41,Masculino,5923.05122601958,9,17.28024115202004,0
331,34,Feminino,3596.841946933107,2,55.11178483671749,0
332,26,Feminino,6628.973174262548,8,74.7822621665658,0
333,35,Masculino,4196.054832328928,9,90.42899490845592,0
334,28,Masculino,6212.086697421718,4,36.912051536320774,1
335,44,Masculino,5550.930970102011,8,54.82858905440399,0
336,33,Masculino,7757.275515192683,9,56.39520714397294,0
337,26,Masculino,4664.801026442222,10,48.90963463106581,0
338,31,Masculino,4476.0248058227035,10,43.02309597521388,1
339,39,Masculino,4970.870591168401,5,53.71950779000092,0
340,29,Feminino,4545.230325748586,7,0.0,0
341,26,Feminino,6199.912852913075,10,58.64138980125263,0
342,37,Feminino,2575.534087345118,4,47.52355807323934,0
343,37,Feminino,3419.476371280469,1,40.550502064434696,0
344,29,Feminino,3398.2956176312105,3,85.93724391439116,0
345,30,Masculino,6425.461387960364,5,31.501319624188955,0
346,37,Feminino,7565.920058872887,3,36.93848021869938,1
347,20,Feminino,4843.326172193792,7,84.83106604409468,0
348,20,Feminino,4746.767415214984,9,28.358773903002866,0
349,27,Feminino,5105.078244669772,6,33.997694341269224,0
350,32,Feminino,6742.817453912286,10,42.059491531383,0
351,38,Feminino,3608.970298714139,1,61.814689642590984,0
352,49,Feminino,5357.5534741021775,7,49.15605014706627,0
353,43,Masculino,6462.796444673644,3,19.147493056954747,0
354,33,Masculino,5751.641254909768,5,34.356628737456205,0
355,34,Feminino,5284.372424898115,10,32.85291133575577,0
356,24,Masculino,6501.569138850712,4,43.455579095539086,0
357,34,Masculino,1000.0,10,53.51687317259658,0
358,32,Masculino,6016.812979296361,5,53.36411511775944,0
359,38,Masculino,4018.886475308864,5,9.479764919031958,0
360,26,Feminino,2254.0506547153145,6,66.27881975121713,1
361,40,Masculino,5766.803899287471,10,50.05137691993247,1
362,50,Masculino,7060.487817744437,10,72.69064095187812,0
363,33,Masculino,4793.827228058462,6,53.883966545813436,0
364,39,Feminino,6429.311820804408,8,67.02645915471524,0
365,41,Feminino,7418.417386982968,8,54.33090622900254,1
366,30,Feminino,6972.371680376071,9,71.92451512405496,0
367,37,Feminino,7459.946794057089,8,55.44501272035557,0
368,35,Feminino,6113.191236607839,2,43.041695071141916,0
369,35,Feminino,5113.150458352389,10,90.44869440893763,1
370,27,Feminino,2597.0512821542475,1,62.78074244559784,0
371,35,Masculino,4630.906267805077,10,56.47488842008826,0
372,39,Masculino,3735.1301070257123,2,19.47391166923328,0
373,49,Masculino,8256.414076246721,2,19.233847650729246,0
374,44,Feminino,4736.171281351495,3,50.854309642837066,0
375,56,Feminino,5184.807210176728,10,47.91042395536481,0
376,27,Feminino,5827.228064060701,7,32.71754869983368,0
377,43,Feminino,5065.403669558681,2,47.8196539922412,0
378,36,Feminino,7542.57656064613,1,76.77253856087191,0
379,56,Masculino,4066.025957398322,6,58.908049491005976,0
380,26,Masculino,5291.911182855864,9,22.179829804945236,0
381,26,Feminino,3886.2941214529274,3,42.76982345714113,0
382,29,Feminino,3019.9662331689415,6,28.900670382948782,0
383,13,Feminino,4082.346363642072,3,37.24600167182878,0
384,29,Feminino,4944.444804427382,1,36.72768668740714,0
385,27,Masculino,4356.04666322411,5,35.447088347919895,0
386,36,Feminino,3961.368530189216,10,19.8972925605321,1
387,38,Feminino,2890.5238044922494,4,42.446906369636196,0
388,53,Feminino,4875.341641056958,7,33.7878472630538,0
389,44,Feminino,2742.919438953497,6,0.0,0
390,29,Masculino,6140.083945534404,10,86.05944049003327,0
391,26,Feminino,5123.6596294017545,7,66.77539308433344,1
392,39,Feminino,2813.6727508026042,5,37.47398550150008,1
393,21,Masculino,4536.186384425205,4,45.37638099481197,0
394,53,Masculino,3871.7653916141253,7,21.566913053648765,0
395,46,Masculino,5478.76176562877,7,78.91445755621731,0
396,30,Feminino,7010.6756690347165,6,82.94577389546222,0
397,17,Feminino,2187.241295531383,8,48.133874564930494,0
398,48,Masculino,5172.539118721126,4,65.47061288370689,0
399,33,Masculino,4759.80080665004,10,48.505735578678475,0
400,47,Masculino,6007.010114675699,5,18.265491222481387,0
401,19,Masculino,5319.794942356533,4,36.763532620726856,1
402,29,Masculino,3872.0460023917713,1,47.63855933543914,0
403,35,Masculino,4521.419096500073,8,35.909045625131114,1
404,35,Feminino,3805.9612147947664,1,40.62693445129928,0
405,30,Feminino,6614.010707897897,5,43.17200884981771,0
406,41,Feminino,5031.967473007913,6,43.38243004269077,0
407,24,Masculino,7851.786028629511,6,46.04516980994966,0
408,33,Masculino,4909.008779278069,5,23.787898672067982,0
409,36,Masculino,3937.389849634306,3,30.659677017441275,0
410,40,Masculino,2729.4284110807594,5,19.308314686000614,1
411,42,Masculino,2295.2904856160826,8,64.55631099372401,0
412,23,Masculino,2623.7960854917656,2,2.8870611631935077,0
413,19,Feminino,5400.689976517225,6,68.0718068663385,1
414,47,Feminino,5763.087534844901,9,72.72698794525687,0
415,38,Masculino,2628.2139469517997,8,38.95638826034757,0
416,27,Feminino,6342.5574711141735,8,0.0,0
417,50,Masculino,4275.40842247484,8,37.77378876065419,1
418,36,Feminino,5220.189517978324,7,43.716316774223614,1
419,46,Masculino,7418.330942383136,8,24.788035601421733,1
420,35,Masculino,6345.258973798298,6,34.695632123835146,0
421,55,Feminino,4597.204028141252,2,75.60390397726702,1
422,52,Feminino,3663.2116618770688,2,58.29854324603482,0
423,32,Masculino,1772.2768980060428,8,26.508717712438003,0
424,44,Masculino,3921.27002113637,1,13.048016608091359,0
425,41,Feminino,4683.304641758458,6,38.45965364780458,0
426,48,Feminino,3519.230709273224,6,40.73086441299124,1
427,25,Masculino,4803.114549361543,4,54.92398374726633,1
428,41,Feminino,5115.2778244381525,10,34.293665748646816,0
429,45,Masculino,4662.716027287882,3,55.22999150723723,0
430,17,Masculino,4024.9961287648102,3,83.70308080120458,0
431,23,Masculino,5252.982007950091,1,61.310020448885254,1
432,14,Masculino,5662.910974354114,3,44.03822985338455,0
433,32,Feminino,3364.401383835731,4,41.336990578934106,0
434,42,Feminino,7116.398569619405,5,37.86653731640258,0
435,50,Feminino,4852.117801573608,3,68.61281824904289,0
436,35,Feminino,5028.274434417272,6,32.45373108097394,0
437,51,Feminino,6062.3216348848355,5,45.904454179999654,1
438,21,Feminino,5349.8241968952525,3,46.0239580376217,0
439,17,Feminino,6429.704950869867,6,34.96431614376936,0
440,34,Masculino,5430.686247802736,6,17.550689042317984,0
441,38,Feminino,4081.343938039343,8,51.45949007235336,0
442,34,Feminino,5542.255287809153,2,43.77992056289233,1
443,14,Masculino,3284.4106890190073,1,55.004809388731395,0
444,34,Feminino,5162.839558664785,4,34.32799387121666,0
445,21,Feminino,4950.155014033308,7,69.41642597626095,0
446,41,Masculino,4687.824714091191,10,27.464524375763105,0
447,38,Feminino,4807.193732841604,3,79.24080568035785,0
448,25,Feminino,2177.2264317535414,3,10.047269803434766,0
449,29,Feminino,4176.912638388558,5,53.69540129113783,0
450,24,Masculino,5139.267351711672,5,54.50861365053247,0
451,34,Feminino,5239.7845879961005,10,29.088858641182355,0
452,44,Feminino,3458.4872886110625,3,53.48787875722025,0
453,25,Masculino,6898.561761297051,9,70.59037339520317,0
454,40,Feminino,3700.737727678249,4,0.6636232129187078,0
455,29,Masculino,6454.185800790105,3,55.054896149816294,1
456,27,Masculino,5640.791542807528,2,0.0,1
457,33,Feminino,4030.6590352342955,10,25.686703929535838,0
458,24,Masculino,7662.966338914268,9,77.5833272980189,0
459,29,Masculino,3209.54475236528,4,33.36435933215892,0
460,23,Feminino,6378.731260415002,3,21.52240071182055,0
461,54,Masculino,6500.873477064468,7,41.04124542030636,1
462,35,Masculino,3994.0696863850326,8,86.35812676327104,0
463,28,Feminino,7088.6979500964935,2,8.366355055879481,0
464,37,Feminino,4624.930228101571,7,23.97380176721311,1
465,33,Feminino,5433.0404439197855,5,74.94863366359253,1
466,32,Masculino,5390.482758156832,5,82.15404687075466,0
467,41,Feminino,4798.536887794178,3,42.93137551419432,0
468,42,Masculino,6216.212409739674,5,20.21894594946715,0
469,29,Masculino,6190.2330808283195,2,86.91687003618318,0
470,29,Masculino,2377.202040142729,4,76.88884783498393,1
471,32,Masculino,6956.510364317229,6,58.57893975524466,1
472,11,Masculino,2506.2620179464884,1,28.751953021251598,0
473,19,Masculino,6548.819306512486,10,44.019413183239266,0
474,48,Masculino,6690.0577052413755,4,41.79279837910339,1
475,51,Feminino,3363.5503546772024,6,51.617026092311555,0
476,32,Feminino,4383.778568068123,9,74.02002876262672,0
